ENVO:03501167	orthopaedics unit facility
ENVO:01000509	sheet-iron exterior wall
ENVO:00000506	intermittently filled reservoir
FOODON:00001039	cured meat food product
ENVO:03501177	radiotherapy unit facility
ENVO:01001227	aquatic natural environment
NCBITaxon:6548	Mytilus
ENVO:01001782	landmass
UBERON:0003911	choroid plexus epithelium
ENVO:03501181	tertiary referral hospital
ENVO:02000045	red clay
ENVO:01001183	arable or pasturable land
ENVO:00000063	water body
FOODON:00001037	vacherin mont dor cheese food product
ENVO:01000224	mediterranean grassland biome
ENVO:00000181	nunatak
NCBITaxon:1437201	Pentapetalae
RO:0002577	system
FOODON:03400143	fruit or fruit product (us cfr)
UBERON:0003128	cranium
ENVO:01000894	area of emergent herbaceous wetland
CHEBI:26214	porphyrins
ENVO:00005766	limed soil
CHEBI:139292	chlorophyllide(2-)
ENVO:00000177	moraine
UBERON:0010707	appendage girdle complex
ENVO:03501127	conference venue
ENVO:00000304	shore
UBERON:0009521	anal membrane endodermal component
CHEBI:18310	alkane
UBERON:0001009	circulatory system
ENVO:01001050	saline sediment environment
NCBITaxon:41377	Avicennia
ENVO:00002209	saline lake sediment
NCBITaxon:41196	Neolepidoptera
ENVO:00002063	oil seep
ENVO:00000003	mine tailing
ENVO:01000680	polluted lake
CHEBI:34970	saxitoxin
ENVO:01001514	congelation ice in a fresh water body
PO:0006035	shoot system epidermis
ENVO:01000797	gaseous environmental material
ENVO:01000128	dilution basin mediterranean sea biome
ENVO:02000120	zinc chloride fume
FOODON:03420307	seed oil
UBERON:0003729	mouth mucosa
NCBITaxon:4751	Fungi
CHEBI:33259	elemental molecular entity
FOODON:03411016	starch-producing plant
ENVO:00003982	travertine
FOODON:00001221	sausage (raw, smoked)
ENVO:00000208	marine pelagic zone
CHEBI:33251	monoatomic hydrogen
CHEBI:53225	poly(alkylene) macromolecule
ENVO:01001497	carbonate system of ocean water
CHEBI:24433	group
ENVO:00005747	compost soil
FOODON:00001234	mayonnaise food product
ENVO:03605004	epipsammon
CHEBI:31001	octacosanoic acid
UBERON:0000019	camera-type eye
FOODON:00001021	acifified beer wort food product
CHEBI:33662	annulene
ENVO:00005799	rocky sand
FOODON:00002786	velvet bean (whole)
CHEBI:25900	aldopentose phosphate
CHEBI:10545	electron
ENVO:00002237	chernozem
ENVO:01000310	haline environment
FOODON:00001293	shellfish food product
FOODON:03420108	sugar
NCBITaxon:6073	Cnidaria
CHEBI:15377	water
UBERON:0001894	diencephalon
UBERON:0004872	splanchnic layer of lateral plate mesoderm
ENVO:03501165	oncology unit facility
ENVO:02000027	blood plasma material
NCBITaxon:7003	Locusta
ENVO:01000437	lava field
UBERON:0011362	cranial blood vasculature
ENVO:01000653	slum
CHEBI:8006	Peptidoglycan(N-acetyl-D-glucosamine)
ENVO:00000138	cove
CHEBI:33415	elemental carbon
ENVO:03600093	artificial satellite
UBERON:0006222	future diencephalon
UBERON:0004225	respiratory system smooth muscle
FOODON:00001035	new zealand cheddar cheese food product
ENVO:01000103	western boundary current
ENVO:03501197	institutional building
ENVO:01000386	temperate deciduous needleleaf forest
ENVO:03501249	suspension bridge
FOODON:00001038	pork meat food product
UBERON:0004221	intestine smooth muscle
CHEBI:51447	organic univalent group
ENVO:00002872	bagasse
CHEBI:36587	organic oxo compound
ENVO:00005775	salt contaminated soil
ENVO:01000155	organic material
ENVO:00000375	world heritage site
ENVO:00000355	monogenetic volcanic field
ENVO:03510065	colorant fluid
ENVO:03400010	freezing rain
FOODON:00001124	caprine cheese food product
ENVO:03501180	patient room
ENVO:00000397	lake channel
CHEBI:35426	ortho-fused bicyclic arene
ENVO:01000746	area of perennial ice or snow
ENVO:01001838	arid biome
ENVO:01000481	silica-based glass
ENVO:06105276	sandy clay loam
ENVO:2000007	biochar
ENVO:00000036	irrigation canal
ENVO:00000331	stalactite
ENVO:01000962	diatomite
ENVO:00002983	fuel oil
CHEBI:53388	poly(hydroxybutyrate)
ENVO:00002263	garden soil
CHEBI:50584	alkyl alcohol
NCBITaxon:27549	Oedipodinae
FOODON:00002333	vegetable pickle food product
ENVO:00000502	container of an intermittent saline lake
ENVO:00000429	arete
FOODON:03400845	coffee, tea, cocoa or infusion (eurofir)
ENVO:01000486	building floor
UBERON:0010303	extraembryonic epithelium
UBERON:0001456	face
ENVO:01000958	terrestrial planet
UBERON:0000913	interstitial fluid
ENVO:00000412	tidal watercourse
ENVO:01000836	water-based cloud droplet
ENVO:06105237	exchangeable potassium
NCBITaxon:9443	Primates
CHEBI:24870	ion
ENVO:03510014	India ink
ENVO:03501115	public subway train
CHEBI:33559	s-block element atom
CHEBI:46718	sulfide salt
ENVO:03501184	chiropractic clinic
ENVO:00009726	strand crack
CHEBI:36838	17-hydroxy steroid
ENVO:00000526	cliff cleft
ENVO:01000562	flat-wick lamp
ENVO:01000428	area of rocky shore
CHEBI:33347	vanadium group element atom
ENVO:00002144	cave wall
ENVO:01001200	anthropised terrestrial environmental zone
ENVO:03501238	hillock
PO:0005029	root primordium
FOODON:00001100	orange fruit beverage
ENVO:03000048	thaw hole
ENVO:01000154	carbon dioxide-reducing sediment
FOODON:00001259	non-fruit wine food product
ENVO:01000114	boulder sediment
ENVO:03501216	stainless steel
CHEBI:33672	heterobicyclic compound
ENVO:00000424	lake island
ENVO:01001012	lithometeor
ENVO:01001335	anchor ice
FOODON:00001129	goat milk cheese food product
UBERON:0000966	retina
CHEBI:9171	skatole
ENVO:01001710	intertropical front
ENVO:01000531	covered latrine
FOODON:00001013	cheese food product
ENVO:01001674	lysocline
ENVO:00005784	spruce forest soil
ENVO:01000390	temperate mixed needleleaf forest
CHEBI:24833	oxoacid
CHEBI:33458	nitrogen oxoanion
ENVO:02000022	excreta material
UBERON:0001981	blood vessel
ENVO:01000006	coastal upwelling
FOODON:03303220	dessert food
ENVO:00002186	contaminated water
ENVO:00000528	ice cap ridge
CHEBI:33595	cyclic compound
ENVO:03501148	geriatric care unit facility
ENVO:00000132	ice sheet
FOODON:00001055	sea water fish food product
ENVO:06105118	lost fishing gear
CHEBI:26935	tetraterpenoid
FOODON:00002266	soybean food product
ENVO:00000186	string mire
CHEBI:37143	organofluorine compound
ENVO:01000143	marine reef
ENVO:03600007	formation fluid
CHEBI:51143	nitrogen molecular entity
CHEBI:33976	magnesium coordination entity
PO:0025497	collective plant structure
CHEBI:78840	olefinic compound
UBERON:0008823	neural tube derived brain
FOODON:03310006	fermented bean product
CHEBI:36389	saturated organic heteromonocyclic parent
FOODON:00001288	cantaloupe fruit food product
ENVO:01000968	water intake
UBERON:0005282	ventricular system of brain
ENVO:00000084	mountain pass
CHEBI:33673	zinc group molecular entity
ENVO:01000191	subtropical grassland biome
ENVO:03600091	clay fermentation pit
UBERON:0004288	skeleton
CHEBI:37015	ribonucleoside 5'-phosphate
CHEBI:61120	nucleobase-containing molecular entity
ENVO:01000185	montane desert biome
ENVO:01001179	cnidarian-associated environment
CHEBI:33636	bicyclic compound
ENVO:01001503	glacial surface layer
ENVO:01000222	subtropical woodland biome
ENVO:00000216	fumarole
FOODON:03400874	GS1 Global Product Classification (GPC)
CHEBI:26835	sulfur molecular entity
CHEBI:36874	radical cation
ENVO:00000476	lake inlet
ENVO:01001409	altocumulus cloud
ENVO:00003044	brine
ENVO:01000005	upwelling
UBERON:0000922	embryo
UBERON:0004253	skin muscle
ENVO:01000511	thatched building roof
ENVO:01001505	alpine tundra biome
ENVO:06105107	marine anthropogenic litter
ENVO:00002156	Superfund site
ENVO:01000520	latrine slab
ENVO:01001708	anafront
ENVO:01000498	pole
ENVO:03501335	day care facility
UBERON:0007237	1st arch mandibular component
NCBITaxon:6546	Mytilida
ENVO:00002059	biosolids
CHEBI:33299	alkaline earth molecular entity
ENVO:00002869	hay
ENVO:00000554	saddle dam
CHEBI:25477	naphthalenes
NCBITaxon:190524	Laguncularia racemosa
ENVO:01001675	nutricline
ENVO:01001384	area of attached faunal communities
ENVO:01000162	organ
UBERON:0003929	digestive tract epithelium
ENVO:01000465	building wall
ENVO:01001337	riverine anchor ice
ENVO:00003869	straw
ENVO:01001688	mass of fluid
ENVO:03605005	epixylon
ENVO:01001225	IUCN protected area with sustainable use of natural resources
CHEBI:35350	hydroxy steroid
UBERON:3010200	vasculature of respiratory integument
ENVO:00000145	ice cap
PO:0020144	apical meristem
ENVO:03501310	switch
UBERON:0003343	mucosa of oral region
ENVO:01000184	subtropical desert biome
CHEBI:16454	pantothenate
ENVO:01000051	marine black smoker biome
ENVO:01000608	boat
ENVO:01000088	mid-shelf fronts
ENVO:01001453	terrestrial mountain
ENVO:01000314	high osmolarity environment
CHEBI:26216	potassium atom
CHEBI:26816	carbohydrate phosphate
ENVO:03600050	space station
ENVO:01000925	abattoir
ENVO:03500006	food desert
ENVO:03600082	crustal fluid
ENVO:01001472	marine observatory system
UBERON:0010259	1st arch mesenchyme from neural crest
ENVO:01001870	gas well
UBERON:0010252	1st arch mandibular mesenchyme from neural crest
ENVO:03510036	rock dust
UBERON:0002546	cranial placode
ENVO:01001680	gaseous front
ENVO:00000232	fen
ENVO:01001521	area of drift ice
ENVO:00000485	sea shore
ENVO:00002201	cis-dichloroethane contaminated sediment
CHEBI:33969	gold molecular entity
UBERON:0005867	mandibular prominence
ENVO:01001582	forest floor
FOODON:00001272	zebra milk beverage
CHEBI:49987	monoatomic krypton
ENVO:00000351	volcanic arc
UBERON:0011814	non-neurogenic ectodermal placode
UBERON:0007213	mesenchyme derived from head neural crest
FOODON:00002219	salad food product
CHEBI:26400	purine ribonucleotide
CHEBI:30762	salicylate
ENVO:03501172	physiotherapy unit facility
UBERON:0014371	future telencephalon
ENVO:00000250	medial moraine
NCBITaxon:77021	Cylindrospermopsis
CHEBI:26932	tetrapyrrole
ENVO:01000504	unburnt-brick exterior wall
FOODON:00001262	botanical fruit food product
CHEBI:33341	titanium atom
CHEBI:30052	copper(0)
ENVO:03000084	thermokarst depression
ENVO:01001804	subtropical forest
ENVO:00000343	particle of silt
ENVO:01000614	bicycle
ENVO:01000157	microbial mat material
UBERON:0005291	embryonic tissue
UBERON:0036016	honey
UBERON:0010359	pharyngeal arch mesenchyme from neural crest
ENVO:01001393	Bathymodiolus gill tissue material
UBERON:0015329	respiratory system basement membrane
ENVO:01000957	double tree line ecotone
ENVO:00000153	headwater
ENVO:01000748	continental crust
UBERON:0034878	prechordal mesoderm
ENVO:01000575	wax
FOODON:00001229	processed cheese food product
PO:0025007	collective plant organ structure
NCBITaxon:436880	Chortoicetes
ENVO:01000194	montane grassland biome
UBERON:0001473	lymphatic vessel
CHEBI:25693	organic heteromonocyclic compound
FOODON:00001001	orange juice (liquid)
ENVO:03600080	industrial park
CHEBI:18139	trimethylamine
ENVO:01000349	root matter
ENVO:01000080	pelagic isothermal surface
CHEBI:27889	lead(0)
ENVO:00003094	L-(+)-tartrate enriched soil
ENVO:01000214	tropical shrubland biome
UBERON:0007829	pectoral girdle bone
ENVO:00000445	transvasement
ENVO:00000228	inverse estuary
ENVO:2000041	solar power station
ENVO:01001138	carbon dioxide ice
CHEBI:131621	C19-steroid
ENVO:03600078	oil refinery
ENVO:03500017	soldering fumes
ENVO:01000282	sedimentary stratum
CHEBI:33434	elemental halogen
ENVO:01001614	ice-bearing permafrost
ENVO:01000582	landline telephone
UBERON:0003439	nerve of trunk region
FOODON:00001121	equine milk beverage
ENVO:01001798	tropical mixed forest biome
ENVO:01000908	geothermally heated river
ENVO:01001410	altostratus cloud
UBERON:4100000	skeletal element projection
FOODON:00002158	food (preserved)
ENVO:01001482	tornado
CHEBI:33635	polycyclic compound
ENVO:03501252	chicken manure
UBERON:0013702	body proper
ENVO:00000159	sugar plantation
NCBITaxon:1150	Oscillatoriales
CHEBI:25703	organic phosphate
UBERON:0005283	tela choroidea
FOODON:03307539	food (dried)
ENVO:01000397	temperate broadleaf evergreen forest
ENVO:01001088	aerosolised liquids
FOODON:03400352	international agency food product type
ENVO:01000569	dead flame paraffin lantern
UBERON:0003914	epithelial tube
CHEBI:16261	chitosan
CHEBI:18230	chlorophyll a
FOODON:00001090	sour milk beverage
ENVO:01000476	plaster
NCBITaxon:28073	Lyngbya
CHEBI:25016	lead atom
ENVO:01001226	terrestrial natural environment
NCBITaxon:91827	Gunneridae
ENVO:00000548	gravel field
CHEBI:25567	nitrous acid
ENVO:03501307	ceramic
ENVO:01000816	area of deciduous forest
ENVO:02000104	cement dust
CHEBI:45696	hydrogensulfate
UBERON:0012275	meso-epithelium
ENVO:01000173	anoxic water
ENVO:03501324	latex
UBERON:0000173	amniotic fluid
ENVO:06105273	fine sand
UBERON:0001262	wall of intestine
ENVO:01000239	oak woodland
ENVO:01001317	estuarine tidal riverine coastal surface layer
UBERON:0002465	lymphoid system
ENVO:00000114	agricultural field
ENVO:01001702	subtropical environment
ENVO:01000578	cassette player
ENVO:01000467	constructed barrier
ENVO:00005787	eucalyptus forest soil
ENVO:00000014	canal
NCBITaxon:2864	Dinophyceae
UBERON:0002067	dermis
ENVO:01000396	tropical sclerophyllous dry forest
ENVO:00002113	deep marine sediment
ENVO:01000580	telephone
ENVO:03501209	bedrail
ENVO:03520000	low atmospheric level
ENVO:01001160	cirrus cloud
ENVO:01000460	asphalt
NCBITaxon:13468	Cupressus
ENVO:01000999	rhizosphere environment
OBI:0000968	device
NCBITaxon:44822	Microcystis viridis
CHEBI:33909	metallotetrapyrrole
CHEBI:28868	fatty acid anion
FOODON:03400803	seafood product (eurofir)
ENVO:01001275	solid layer
PO:0009013	portion of meristem tissue
ENVO:01001402	haze
CHEBI:16199	urea
CHEBI:83821	amino acid derivative
ENVO:01001061	caldera lake
ENVO:00000371	complex volcano
ENVO:01001690	mass of liquid
ENVO:01000478	cement plaster
ENVO:02000003	pockmark field
ENVO:01001028	sediment permeated by freshwater
ENVO:00000133	glacier
ENVO:01001556	pack ice mass
ENVO:00000071	fault cave
UBERON:0001893	telencephalon
ENVO:00009725	ice piedmont
NCBITaxon:4436	Batis maritima
ENVO:01001684	interface layer
ENVO:00002242	lixisol
ENVO:00000308	dune slack
CHEBI:33747	nickel group molecular entity
CHEBI:60926	amino monosaccharide
ENVO:06105011	water column
ENVO:00005791	sterile water
ENVO:03501125	airport transit lounge
FOODON:00001131	poultry meat food product
ENVO:01000924	plumbing drain
ENVO:01001148	planetesimal
FOODON:03420244	mammalian milk whey
ENVO:03501292	tote bin
ENVO:01001283	aluminium dust
NCBITaxon:1446379	Cupressales
NCBITaxon:37567	Ditrysia
ENVO:01000523	pit latrine with slab floor
ENVO:01000506	concrete exterior wall
ENVO:03501234	town hall
ENVO:01000419	domestic garden
ENVO:03510057	permanent hair dye
ENVO:00000363	area designated as a nature reserve
NCBITaxon:1892259	Aphanizomenonaceae
ENVO:00002164	fossil material
PO:0025025	root system
CHEBI:36962	organochalcogen compound
ENVO:00002114	chemically enriched sediment
ENVO:00005763	humus-rich acidic ash soil
UBERON:0036661	wall of ventricular system of brain
ENVO:01001269	area of developed space
ENVO:01001243	forest ecosystem
CHEBI:78616	carbohydrates and carbohydrate derivatives
ENVO:03605006	stream water
ENVO:00000442	maelstrom
UBERON:0003350	epithelium of mucosa
ENVO:01000326	deep chlorophyll maximum layer
ENVO:01000863	overflow structure
ENVO:00000112	area of tundra
FOODON:00001067	buttermilk food product
ENVO:00000276	drumlin
ENVO:2000011	anthracite
UBERON:0000165	mouth
ENVO:01000773	village
FOODON:03400840	beverage (non-milk) (eurofir)
UBERON:0004119	endoderm-derived structure
ENVO:01001234	recalcitrant kerogen
CHEBI:33324	strontium atom
ENVO:03510062	aqueous inkjet printer ink
ENVO:01001427	altocumulus castellanus cloud
UBERON:0009584	1st arch mandibular mesenchyme
UBERON:0003511	iris blood vessel
NCBITaxon:7008	Schistocerca
UBERON:0005656	lens vesicle epithelium
ENVO:01001424	stratocumulus castellanus cloud
PO:0025127	primordium
NCBITaxon:6960	Hexapoda
ENVO:00002139	pebble
UBERON:0000060	anatomical wall
ENVO:01000400	tropical thorn forest
ENVO:01001426	cirrocumulus castellanus cloud
ENVO:01001849	glaze
ENVO:00005792	underground water
NCBITaxon:3954	Combretaceae
ENVO:03501347	hotel
ENVO:01000561	paraffin lamp
ENVO:01000760	cloud
ENVO:00000257	flood fringe
ENVO:01000867	solar panel array
UBERON:0007100	primary circulatory organ
CHEBI:38295	azabicycloalkane
NCBITaxon:7004	Locusta migratoria
CHEBI:27563	arsenic atom
ENVO:00002053	limestone
ENVO:03501301	baseboard
FOODON:00001078	fermented soybean food product
ENVO:00002250	plinthosol
ENVO:01000530	ventilated improved pit latrine
CHEBI:16670	peptide
ENVO:03510013	textile dye
FOODON:00001783	cowpea vegetable food product
UBERON:0001769	iris
ENVO:01001511	freshwater ice
UBERON:0003513	trunk blood vessel
ENVO:00000218	black smoker
ENVO:01001116	bovine dairy liquid manure
ENVO:01000372	household waste material
ENVO:00000297	paddy field
UBERON:0001418	skin of thorax
NCBITaxon:4185	Acanthaceae
ENVO:01000946	secondary microplastic particle
ENVO:00000205	permanent spring
ENVO:03600065	spring water
CHEBI:63299	carbohydrate derivative
ENVO:01000927	day care building
ENVO:01001894	alkaline spring
FOODON:00001665	broad bean food product
CHEBI:32627	leucinate
CHEBI:30412	monoatomic dication
ENVO:00002003	fecal material
ENVO:00003885	brewery
UBERON:0000175	pleural effusion
ENVO:01000560	charcoal
ENVO:00005801	rhizosphere
ENVO:01000091	topographic upwelling front
ENVO:03600005	electrical switch
ENVO:03501213	light switch
ENVO:00000561	military training area
ENVO:01000150	marine subtidal rocky reef
CHEBI:22718	benzoates
ENVO:01001310	liquid surface layer
ENVO:03600060	touchscreen
ENVO:00000452	ribbon lake
ENVO:01001565	water-based rain
ENVO:01001113	forage material
NCBITaxon:131567	cellular organisms
UBERON:0003570	respiratory system connective tissue
NCBITaxon:1158	Oscillatoria
UBERON:0016888	transitional anatomical structure
FOODON:00001073	vinegar food product
ENVO:02000128	fly ash
UBERON:0000926	mesoderm
ENVO:01001376	marine faunal bed
ENVO:03600085	buoy
ENVO:00002118	sea sand
CHEBI:33694	biomacromolecule
ENVO:01001694	isohaline surface
FOODON:00001056	flour food product
ENVO:01001539	branched valley glacier
ENVO:00000341	piece of gravel
ENVO:00002040	wood
CHEBI:28425	alpha-carotene
FOODON:00001141	wheat food product
UBERON:0007285	presumptive paraxial mesoderm
FOODON:03430130	food (liquid)
ENVO:00000292	watershed
ENVO:00000370	tuya
ENVO:00002143	calcite hot spring
ENVO:00002123	bioreactor
ENVO:01001034	environment determined by a biofilm on an animal surface
ENVO:00000378	canal head reservoir
ENVO:00000278	dry stream
UBERON:0003071	eye primordium
FOODON:00001224	sausage (cooked)
CHEBI:47622	acetate ester
ENVO:2000038	coal power plant
FOODON:00001994	leguminous vegetable food product
ENVO:03000035	supraglacial lake
ENVO:00002030	aquatic biome
ENVO:01000602	truck
NCBITaxon:33317	Protostomia
ENVO:03501126	church building
NCBITaxon:1125	Microcystis
CHEBI:35780	phosphate ion
ENVO:00000411	ford
CHEBI:33249	organyl group
ENVO:01000324	planetary surface
ENVO:03510041	wood stain
CHEBI:33676	d-block molecular entity
UBERON:0000467	anatomical system
ENVO:00000256	floodway
ENVO:01001806	tropical grassland
ENVO:01000095	marginal ice zone front
ENVO:00000500	beaver dam
ENVO:01000533	covered pit latrine with slab floor
ENVO:01000847	hair ice
FOODON:00001071	grape must
ENVO:00000041	tidal creek
FOODON:00001202	winged bean food product
ENVO:01000967	public swimming pool
ENVO:00000001	bedding-plane cave
ENVO:01000171	indeterminate root nodule nitrogen fixation zone
CHEBI:33233	fundamental particle
ENVO:04000009	active permafrost layer
UBERON:0004111	anatomical conduit
CHEBI:46721	carbonate salt
ENVO:01001152	mesoplanet
CHEBI:22984	calcium atom
UBERON:0036244	secretion of serous membrane
ENVO:03000128	acidic water-based rain
ENVO:01001886	landform
ENVO:03000015	geographic basin
ENVO:01001524	frozen land
CHEBI:26710	sodium chloride
ENVO:00000432	monadnock
ENVO:01001554	surface layer of a water body
ENVO:03501196	group home facility
UBERON:0005423	developing anatomical structure
ENVO:03600042	marine lake water
UBERON:0036253	orifice of skull
CHEBI:28798	rubber particle
ENVO:01000169	indeterminate root nodule active meristem
CHEBI:50559	elemental uranium
CHEBI:33743	manganese group molecular entity
ENVO:00002115	petroleum enriched sediment
ENVO:06105104	mesoplastic particle
ENVO:01000594	cabinet
CHEBI:139120	carotenoid beta-end derivative
NCBITaxon:7624	Echinozoa
NCBITaxon:1804623	Chenopodiaceae
ENVO:03600030	soil horizon
ENVO:00000189	peat swamp
ENVO:03501255	water trough
ENVO:01000503	burnt-brick exterior wall
NCBITaxon:169697	Arecoideae
ENVO:00000380	ice shelf
UBERON:0001087	pleural fluid
NCBITaxon:91836	malvids
CHEBI:25501	neoxanthin
ENVO:03600002	cooling water
CHEBI:29241	silicate(4-)
ENVO:01000216	montane shrubland biome
CHEBI:51959	organic tricyclic compound
ENVO:03510016	tragacanth
UBERON:0004765	skeletal element
ENVO:00000312	sandur
ENVO:03501225	coffeehouse
ENVO:00000135	buffer zone
ENVO:01001468	intertidal ecosystem
FOODON:00001159	fermented pomaceous fruit beverage
ENVO:00000431	drumlin field
CHEBI:39418	straight-chain saturated fatty acid
ENVO:02000094	ore
CHEBI:33693	oxygen hydride
PO:0025161	portion of plant substance
FOODON:00001632	barley flour food product
ENVO:03000000	neve
ENVO:00002212	thermophilic granular sludge
FOODON:00001290	salad dressing
ENVO:00005761	meadow soil
ENVO:01000050	marine subtidal rocky reef biome
ENVO:03000139	ice fog
ENVO:01000956	desert-alpine tree line ecotone
ENVO:01000273	lime mudstone
ENVO:00000092	sea beach
FOODON:00001028	Brie cheese food product
ENVO:01000334	talus slope
ENVO:01000767	illegal settlement
CHEBI:33675	p-block molecular entity
FOODON:00002035	milk dessert food product
CHEBI:33402	sulfur oxoacid
UBERON:0003496	head blood vessel
ENVO:00000123	political entity
ENVO:01001268	urban stormwater
ENVO:06105275	silty loam
FOODON:00001626	bakery food product
ENVO:01000059	sea grass bed
CHEBI:16842	formaldehyde
ENVO:01000586	chair
UBERON:0001088	urine
ENVO:03500002	public park
ENVO:03501110	constructed transport system
ENVO:01000323	atmospheric boundary layer
ENVO:02000115	vanadium fume
ENVO:03501334	child care facility
FOODON:00001233	nut oil food product
ENVO:01000141	seal fall
FOODON:03400293	soft candy (us cfr)
ENVO:01001191	water surface
ENVO:00000360	area of national forest
NCBITaxon:7002	Acrididae
ENVO:01001052	aerosol environment
ENVO:00000011	garden
NCBITaxon:33634	Stramenopiles
ENVO:01000403	tropical mangrove
CHEBI:35217	alkaline earth coordination entity
ENVO:00000129	stream valley
CHEBI:36125	cyclitol carboxylic acid anion
ENVO:01000361	primary cave
ENVO:00000139	irrigation ditch
ENVO:03501316	food production environmental monitoring zone 3
UBERON:0000161	orifice
CHEBI:46661	asbestos
NCBITaxon:7496	Pterygota <insects>
ENVO:03501198	wet market
ENVO:03000021	soot
ENVO:00005803	animal habitation
ENVO:00000415	raised beach
ENVO:01000542	ozone layer
UBERON:0007811	craniocervical region
UBERON:0003827	thoracic segment bone
CHEBI:79389	monovalent inorganic anion
ENVO:01001466	UNEP-WCMC class 6 mountain
ENVO:00003323	tannery
CHEBI:37403	copper coordination entity
ENVO:00003087	acetamide enriched soil
ENVO:01000276	ecoregion
ENVO:01001704	subpolar environment
ENVO:01000038	oceanic abyssopelagic zone biome
ENVO:00000546	lake sediment
UBERON:0001796	aqueous humor of eyeball
ENVO:01000359	limestone cave
ENVO:0010162	dry stream valley
UBERON:0001008	renal system
CHEBI:28112	nickel atom
CHEBI:27171	organic heterobicyclic compound
ENVO:01001562	hydrogel
ENVO:00000004	administrative region
CHEBI:26217	potassium molecular entity
CHEBI:33709	amino acid
FOODON:00001298	unpasteurized camel milk beverage
CHEBI:32952	amine
PCO:0000018	single-species collection of organisms
ENVO:03600077	photobioreactor
CHEBI:25367	molecule
CHEBI:33659	organic aromatic compound
ENVO:03501280	mausoleum
UBERON:0003528	brain gray matter
CHEBI:17045	dinitrogen oxide
FOODON:00001231	creamy salad dressing
ENVO:03600090	alcohol fermentation pit
FOODON:00001291	clam food product
UBERON:0005062	neural fold
ENVO:00000329	phreatic zone
FOODON:00001099	apple beverage
ENVO:1000751	barrier island
ENVO:03501191	physiotherapy clinic
ENVO:01000371	agricultural waste material
ENVO:00000556	wing dam
ENVO:01001336	marine tidal flow
UBERON:0011300	gray matter of telencephalon
ENVO:03500016	electroplating fume
ENVO:01001826	active sulphate-reducing enrichment culturing unit
ENVO:01000527	flush toilet fixture
CHEBI:23117	chlorine molecular entity
ENVO:00000119	planted forest
ENVO:01000528	dry toilet fixture
UBERON:0009610	forebrain neural plate
ENVO:00002169	coal mine
ENVO:01000235	ultramafic lava
CHEBI:33433	monoatomic halogen
ENVO:00000103	mangrove island
ENVO:01000117	granular sediment
FOODON:00001878	frozen dairy dessert
ENVO:01001276	water ice layer
ENVO:00002135	treated wood
ENVO:01001180	Bondon cheese environment
CHEBI:36341	boson
ENVO:01000247	rangeland biome
UBERON:0001089	sweat
CHEBI:26979	organic heterotricyclic compound
ENVO:00000093	lacustrine beach
ENVO:03501124	airport concourse
ENVO:03501136	clinical patient assessment facility
ENVO:01000540	troposphere
FOODON:03303909	cultured dairy product
ENVO:03600045	plant pot
ENVO:01001151	proplyd
ENVO:01000886	area of developed space with high usage intensity
UBERON:0012180	head or neck skin
ENVO:03501222	brasserie
UBERON:0003099	cranial neural crest
CHEBI:33646	alkadiene
ENVO:06105103	macroplastic particle
UBERON:0005256	trunk mesenchyme
CHEBI:33316	helium(2+)
ENVO:00002226	borehole
CHEBI:37407	cyclic ether
ENVO:01001188	holothurian digestive tract contents
ENVO:00000298	marine iceberg
ENVO:01001031	environment determined by a plant substance
ENVO:01001800	tropical moist broadleaf forest
NCBITaxon:41197	Heteroneura
NCBITaxon:9604	Hominidae
ENVO:00003031	animal manure
CHEBI:46677	amphibole asbestos
CHEBI:24473	halogen
FOODON:00002157	plant sweetener
ENVO:01000212	temperate mixed forest biome
ENVO:01000935	campground
CHEBI:24062	fluorine molecular entity
CHEBI:33262	elemental oxygen
ENVO:00000120	oil palm plantation
ENVO:01001285	talc dust
ENVO:00003084	trimethylamine enriched soil
FOODON:03315925	pate
ENVO:01000240	conifer woodland
ENVO:00005776	peaty paddy field soil
UBERON:0000061	anatomical structure
ENVO:03000089	permafrost crater derived from a methane explosion
ENVO:01001489	spur
ENVO:01000107	seasonal marine thermocline
UBERON:0011695	embryonic cardiovascular system
UBERON:0003037	septum
CHEBI:72695	organic molecule
UBERON:0003457	head bone
NCBITaxon:1118	Chroococcales
ENVO:03501298	stable bandage
UBERON:0000160	intestine
FOODON:00002403	food material
ENVO:03501370	stagnant water
ENVO:00002152	biofilter
ENVO:01000774	oligotrophic lake
ENVO:01000149	marine coral reef deep fore reef
CHEBI:61614	vinyl polymer
ENVO:03501224	carvery
ENVO:01001872	manure pit
ENVO:00000051	hot spring
ENVO:00010621	medical instrument
ENVO:02000106	asbestos dust
ENVO:03510006	diesel fuel
ENVO:01000160	marine pockmark
CHEBI:82664	iron(0)
ENVO:00002222	food shop
UBERON:0002539	pharyngeal arch
ENVO:00000400	cinder cone
ENVO:00000285	quicksand bed
FOODON:00001094	fermented beverage
ENVO:01000064	marine downwelling
CHEBI:27325	xanthophyll
CHEBI:33832	organic cyclic compound
ENVO:01001189	algal material
UBERON:0009494	pharyngeal arch mesenchymal region
CHEBI:16301	nitrite
ENVO:01000317	aquatic environment
FOODON:00001076	sake food product
ENVO:01001557	water-body-derived ice
ENVO:00002207	self-heating coal mine waste material
CHEBI:38077	polypyrrole
ENVO:01001352	glacial ice accumulation zone
ENVO:03501346	chopstick
ENVO:00003064	drinking water
FOODON:03400115	cheese or cheese product (us cfr)
