EnvLocalScaleSoilEnum	__________valley [ENVO:00000100]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	____________canyon [ENVO:00000169]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	____________dry valley [ENVO:00000128]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	____________glacial valley [ENVO:00000248]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________pit [ENVO:01001871]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________trench [ENVO:01000649]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________swale [ENVO:00000543]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________landfill [ENVO:00000533]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________crater [ENVO:00000514]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	__________impact crater [ENVO:01001071]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	__________volcanic crater [ENVO:00000246]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	__________caldera [ENVO:00000096]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________channel of a watercourse [ENVO:00000395]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	__________strait [ENVO:00000394]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	__________dry stream [ENVO:00000278]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	____________dry river [ENVO:01000995]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	__________artificial channel [ENVO:00000121]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	____________plumbing drain [ENVO:01000924]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	____________ditch [ENVO:00000037]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________dry lake [ENVO:00000277]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________sinkhole [ENVO:00000195]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	______elevated landform [ENVO:00000176]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________flattened elevation [ENVO:01001491]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	__________butte [ENVO:00000287]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	__________plateau [ENVO:00000182]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	__________mesa [ENVO:00000179]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________boulder field [ENVO:00000537]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________hummock [ENVO:00000516]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________pinnacle [ENVO:00000481]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________mount [ENVO:00000477]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	__________hill [ENVO:00000083]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	____________dune [ENVO:00000170]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	__________mountain [ENVO:00000081]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________ridge [ENVO:00000283]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	____part of a landmass [ENVO:01001781]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	______peninsula [ENVO:00000305]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	____geological fracture [ENVO:01000667]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	______vein [ENVO:01000670]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	______geological fault [ENVO:01000668]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________active geological fault [ENVO:01000669]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	______volcano [ENVO:00000247]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	__field [ENVO:01000352]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	____lava field [ENVO:01000437]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	____gravel field [ENVO:00000548]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	____woodland clearing [ENVO:00000444]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	____agricultural field [ENVO:00000114]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	____snow field [ENVO:00000146]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	__geographic feature [ENVO:00000000]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	____hydrographic feature [ENVO:00000012]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	______reef [ENVO:01001899]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	______inlet [ENVO:00000475]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	______bar [ENVO:00000167]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________tombolo [ENVO:00000420]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	____anthropogenic geographic feature [ENVO:00000002]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	______yard [ENVO:03600053]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	________residential backyard [ENVO:03600033]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	______market [ENVO:01000987]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	______park [ENVO:00000562]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	______well [ENVO:00000026]	placeholder PV descr, DO NOT SORT				
EnvLocalScaleSoilEnum	______garden [ENVO:00000011]	placeholder PV descr, DO NOT SORT				
OxyStatSampEnum		placeholder enum descr, DO NOT SORT				
OxyStatSampEnum	aerobic	placeholder PV descr, DO NOT SORT				
OxyStatSampEnum	anaerobic	placeholder PV descr, DO NOT SORT				
OxyStatSampEnum	other	placeholder PV descr, DO NOT SORT				
